ID,Attache de la feuille: Pétiolée,Attache de la feuille: Sessile,Composition du limbe: Composée,Composition du limbe: Simple,Consistance du péricarpe: Charnu,Consistance du péricarpe: Sec,Couleur du latex/sève: Blanc,Couleur du latex/sève: Incolore,Couleur du latex/sève: Jaune/Orange,Couleur du latex/sève: Rouge,Dimensions des feuilles: largeur,Dimensions des feuilles: longueur,Durée de vie: Annuelle,Durée de vie: Bisannuelle,Durée de vie: Vivace / Pluriannuelle,Déhiscence du fruit sec: Déhiscent,Déhiscence du fruit sec: Indéhiscent,Forme de la base du limbe: Arrondie,Forme de la base du limbe: Cordée,Forme de la base du limbe: Cunéiforme,Forme de la corolle zygomorphe: Bilabiée,Forme de la corolle zygomorphe: Papilionacée,Forme du fût: Cannelé,Forme du fût: Côtelé,Forme du fût: Droit,Forme du fût: Tordu,Marge du limbe: Crénelée,Marge du limbe: Dentée,Marge du limbe: Entière,Marge du limbe: Lobée,Marge du limbe: Serrée,Mode de grimpe: Aiguillons / Crochets,Mode de grimpe: Crampons / Racines adventives,Mode de grimpe: Tige volubile,Mode de grimpe: Vrilles,Nervation principale: Palmée,Nervation principale: Parallèle,Nervation principale: Pennée (Nervation),Odeur des feuilles froissées: Aromatique,Odeur des feuilles froissées: Citronnée,Odeur des feuilles froissées: Fétide,Persistance du feuillage: Caduque / Décidu,Persistance du feuillage: Marcescent,Persistance du feuillage: Persistant / Sempervirent,Phyllotaxie des feuilles: Alterne,Phyllotaxie des feuilles: En rosette,Phyllotaxie des feuilles: Opposée,Phyllotaxie des feuilles: Verticillée,Port: Arbre,Port: Arbuste,Port: Herbe,Port: Liane,Port: Sous-arbrisseau,Position de l'ovaire: Infère,Position de l'ovaire: Semi-infère,Position de l'ovaire: Supère,Préférence lumineuse: Héliophile,Préférence lumineuse: Hémisciaphile,Préférence lumineuse: Sciaphile,Soudure des pétales (Corolle): Dialypétale (pétales libres),Soudure des pétales (Corolle): Gamopétale (pétales soudés),Soudure des étamines: Diadelphe,Soudure des étamines: Libres,Soudure des étamines: Monadelphe,Statut d'invasion: Cultivée uniquement,Statut d'invasion: Invasive / Envahissante,Statut d'invasion: Naturalisée,Statut de l'espèce: Indigène,Statut de l'espèce: Introduite,Symétrie de la base du limbe: Asymétrique,Symétrie de la base du limbe: Symétrique,Symétrie florale: Actinomorphe,Symétrie florale: Zygomorphe,Texture de l'écorce: Avec protubérances/épines,Texture de l'écorce: Fissurée,Texture de l'écorce: Lisse,Texture de l'écorce: Liégeuse,Texture de l'écorce: S'exfoliant en plaques/lanières,Texture de l'écorce: Écailleuse,Texture de la tranche: Fibreuse,Texture de la tranche: Granuleuse / Cassante,Type (Présence) d'annexes sur la graine: Aigrette/Pappus,Type (Présence) d'annexes sur la graine: Aile,Type (Présence) d'annexes sur la graine: Arille,Type Biologique (Raunkiær): Chaméphyte,Type Biologique (Raunkiær): Géophyte,Type Biologique (Raunkiær): Hydrophyte / Hélophyte,Type Biologique (Raunkiær): Hémicryptophyte,Type Biologique (Raunkiær): Phanérophyte,Type Biologique (Raunkiær): Thérophyte,Type d'exsudat: Gomme,Type d'exsudat: Latex,Type d'exsudat: Sève aqueuse,Type d'exsudat: Sève résineuse,Type d'inflorescence: Capitule,Type d'inflorescence: Grappe/Panicule/Cyme,Type d'inflorescence: Ombelle,Type d'inflorescence: Épi,Type d'organe de réserve: Bulbe,Type d'organe de réserve: Rhizome,Type d'organe de réserve: Tubercule,Type de feuille composée: Bipennée,Type de feuille composée: Digitée,Type de feuille composée: Pennée,Type de feuille composée: Trifoliolée,Type de floraison: Fleur solitaire,Type de floraison: Inflorescence,Type de fruit: Akène,Type de fruit: Baie,Type de fruit: Capsule,Type de fruit: Drupe,Type de fruit: Gousse (légume),Type de fruit: Samare,Type de système racinaire: Fasciculé,Type de système racinaire: Pivotant,Usage principal: Alimentaire,Usage principal: Médicinal,Usage principal: Ornemental
Diospyros heudelotii,present,absent,absent,present,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,3-8 cm,8-20 cm,absent,absent,present,inapplicable,inapplicable,absent,absent,present,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,present,absent,absent,absent,absent,absent,present,present,present,absent
Diospyros kamerunensis,present,absent,absent,present,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,2-6 cm,5-15 cm,absent,absent,present,unknown,unknown,absent,absent,present,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,unknown,unknown,unknown,absent,absent,present,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,absent,present,present,absent,absent,absent,present,absent,unknown,unknown,unknown,absent,absent,absent,absent,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,unknown,unknown,unknown,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
Diospyros mannii,present,absent,absent,present,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,2-6 cm,5-15 cm,absent,absent,present,inapplicable,inapplicable,absent,absent,present,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,present,absent,absent,absent,absent,absent,present,present,present,absent
Diospyros monbuttensis,present,absent,absent,present,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,3-8 cm,8-18 cm,absent,absent,present,inapplicable,inapplicable,absent,absent,present,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,present,absent,absent,absent,absent,absent,present,present,present,absent
Diospyros piscatoria,present,absent,absent,present,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,3-6 cm,7-15 cm,absent,absent,present,inapplicable,inapplicable,absent,absent,present,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,present,absent,absent,absent,absent,absent,present,present,present,absent
Diospyros sanza-minika,present,absent,absent,present,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,4-10 cm,10-25 cm,absent,absent,present,inapplicable,inapplicable,absent,absent,present,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,present,absent,absent,absent,absent,absent,present,present,present,absent
Diospyros soubreana,present,absent,absent,present,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,3-8 cm,8-20 cm,absent,absent,present,inapplicable,inapplicable,absent,absent,present,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,present,absent,absent,absent,absent,absent,present,absent,present,absent
Diospyros vignei,present,absent,absent,present,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,2-6 cm,5-15 cm,absent,absent,present,inapplicable,inapplicable,absent,absent,present,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,present,absent,absent,absent,absent,absent,present,present,present,absent
Diospyros viridicans,present,absent,absent,present,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,3-8 cm,8-20 cm,absent,absent,present,inapplicable,inapplicable,absent,absent,present,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,present,absent,absent,absent,absent,absent,present,present,present,absent
Diphasia angolensis,present,absent,absent,present,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,4-8 cm,10-20 cm,absent,absent,present,inapplicable,inapplicable,absent,absent,present,inapplicable,inapplicable,absent,absent,present,absent,present,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,absent,absent,present,absent,absent,present,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,present,absent,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,present,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,present,absent,absent,absent,absent,absent,present,present,present,absent
Distemonanthus benthamianus,present,absent,present,absent,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,unknown,~20 cm,absent,absent,present,present,absent,absent,absent,present,inapplicable,inapplicable,present,absent,present,absent,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,present,present,absent,absent,present,absent,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,present,absent,absent,present,absent,present,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,present,absent,absent,absent,absent,present,absent,absent,present,present,present,absent
Dombeya buettneri,present,absent,absent,present,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,10-25 cm,10-25 cm,absent,absent,present,present,absent,absent,present,absent,inapplicable,inapplicable,absent,absent,present,absent,absent,present,absent,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,present,absent,absent,absent,absent,absent,present,absent,absent,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,present,absent,absent,absent,present,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,present,absent,absent,absent,absent,present,present,present,absent
Dracaena arborea,absent,present,absent,present,present,absent,absent,absent,present,absent,2-5 cm,50-100 cm,absent,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,absent,absent,absent,absent,present,absent,present,absent,absent,present,absent,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,absent,present,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,present,absent,absent,absent,absent,absent,present,present,present,present
Drypetes aframensis,present,absent,absent,present,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,4-8 cm,10-20 cm,absent,absent,present,inapplicable,inapplicable,absent,absent,present,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,inapplicable,inapplicable,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,present,absent,present,absent,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,absent,present,absent,absent,absent,present,present,present,absent
Drypetes aubevillei,present,absent,absent,present,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,4-8 cm,10-20 cm,absent,absent,present,inapplicable,inapplicable,absent,absent,present,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,present,present,absent,absent,inapplicable,inapplicable,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,absent,present,absent,absent,absent,present,present,present,absent
Eclipta prostrata,present,present,absent,present,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,1-3 cm,2-10 cm,present,absent,absent,absent,present,absent,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,present,absent,absent,absent,present,absent,absent,present,absent,absent,present,absent,absent,absent,present,absent,present,absent,absent,absent,present,absent,present,absent,present,present,present,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,absent,absent,absent,absent,absent,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,present,absent,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,present,absent,absent,absent,absent,absent,present,absent,absent,present,absent
Euadenia trifoliolata,present,absent,present,absent,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,unknown,~30 cm,absent,absent,present,present,absent,absent,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,present,absent,absent,present,absent,absent,present,absent,absent,present,absent,absent,absent,absent,absent,present,absent,present,absent,present,absent,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,present,absent,absent,present,absent,absent,absent,absent,absent,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,absent,absent,absent,present,absent,present,absent,absent,present,absent,absent,absent,absent,present,absent,present,absent
Euphorbia hirta,present,absent,absent,present,absent,present,present,absent,absent,absent,0.5-1.5 cm,1-4 cm,present,absent,absent,present,absent,absent,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,absent,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,present,present,absent,absent,inapplicable,inapplicable,absent,present,absent,absent,present,absent,absent,present,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,present,absent,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,present,absent,absent,absent,absent,present,absent,present,absent
Ficus exasperata,present,absent,absent,present,present,absent,present,absent,absent,absent,3-10 cm,7-20 cm,absent,absent,present,inapplicable,inapplicable,absent,absent,present,inapplicable,inapplicable,absent,absent,present,absent,present,absent,absent,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,present,absent,present,absent,present,present,absent,absent,absent,absent,absent,present,present,absent,absent,inapplicable,inapplicable,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,present,absent,present,absent,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,present,absent,absent,present,absent,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,present,absent,absent,absent,absent,absent,absent,present,absent,present,absent
Ficus lyrata,present,absent,absent,present,present,absent,present,absent,absent,absent,15-30 cm,20-45 cm,absent,absent,present,inapplicable,inapplicable,absent,present,absent,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,present,present,absent,absent,inapplicable,inapplicable,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,present,absent,absent,present,absent,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,present,absent,absent,absent,absent,absent,absent,present,absent,absent,present
Ficus ovata,present,absent,absent,present,present,absent,present,absent,absent,absent,6-18 cm,10-25 cm,absent,absent,present,inapplicable,inapplicable,absent,present,absent,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,present,absent,absent,absent,absent,absent,present,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,present,present,absent,absent,inapplicable,inapplicable,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,present,absent,absent,present,absent,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,present,absent,absent,absent,absent,absent,absent,present,absent,present,absent
Ficus sur,present,absent,absent,present,present,absent,present,absent,absent,absent,3-8 cm,5-15 cm,absent,absent,present,inapplicable,inapplicable,present,present,absent,inapplicable,inapplicable,absent,absent,present,absent,absent,present,absent,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,present,present,absent,absent,inapplicable,inapplicable,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,present,absent,absent,present,absent,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,present,absent,absent,absent,absent,absent,absent,present,present,present,absent
Ficus vogeliana,present,absent,absent,present,present,absent,absent,absent,present,absent,4-12 cm,10-25 cm,absent,absent,present,inapplicable,inapplicable,absent,present,absent,inapplicable,inapplicable,absent,absent,absent,present,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,absent,absent,present,absent,absent,absent,absent,absent,present,absent,present,absent,inapplicable,inapplicable,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,present,absent,absent,present,absent,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,present,absent,absent,absent,absent,absent,absent,present,absent,present,absent
Gynandropsis gynandra,present,absent,present,absent,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,unknown,~10 cm,present,absent,absent,present,absent,absent,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,present,present,absent,absent,present,absent,absent,absent,absent,absent,present,absent,absent,absent,absent,present,present,absent,absent,present,absent,absent,present,absent,absent,absent,present,absent,present,absent,present,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,absent,absent,absent,absent,absent,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,absent,present,absent,absent,present,absent,absent,absent,absent,present,present,present,absent
Heterotis rotundifolia,present,absent,absent,present,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,1-3 cm,1-4 cm,absent,absent,present,inapplicable,inapplicable,present,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,present,absent,absent,absent,absent,absent,absent,absent,present,absent,absent,present,absent,absent,absent,present,absent,absent,present,present,absent,present,absent,absent,present,absent,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,absent,present,absent,absent,absent,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,present,absent,absent,present,absent,absent,absent,absent,present,absent,absent,present,absent
Holarrhena floribunda,present,absent,absent,present,absent,present,present,absent,absent,absent,3-9 cm,6-18 cm,absent,absent,present,present,absent,present,absent,absent,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,absent,absent,absent,present,absent,absent,absent,absent,present,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,absent,present,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,present,absent,absent,present,absent,absent,absent,absent,absent,present,present,absent,absent,absent,absent,absent,absent,present,absent,absent,present,absent,absent,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,present,absent,absent,absent,absent,present,absent,present,absent
Hoslundia opposita,present,absent,absent,present,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,2-5 cm,4-12 cm,absent,absent,present,absent,present,absent,absent,present,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,absent,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,present,absent,absent,present,absent,absent,absent,absent,present,present,absent,absent,present,absent,present,absent,absent,present,present,absent,absent,absent,present,absent,present,absent,inapplicable,inapplicable,inapplicable,present,absent,absent,present,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,absent,present,absent,absent,absent,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,absent,present,absent,absent,absent,absent,absent,present,present,present,absent
Hyptis pectinata,present,absent,absent,present,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,2-7 cm,3-10 cm,absent,absent,present,absent,present,present,present,absent,present,absent,inapplicable,inapplicable,inapplicable,inapplicable,present,absent,absent,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,present,present,absent,absent,present,absent,absent,absent,absent,present,absent,absent,absent,present,absent,present,absent,absent,present,present,absent,absent,absent,present,absent,present,absent,absent,absent,present,absent,present,absent,present,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,absent,present,absent,absent,absent,absent,absent,inapplicable,inapplicable,inapplicable,inapplicable,absent,absent,absent,present,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,inapplicable,absent,present,present,absent,absent,absent,absent,absent,absent,present,absent,present,absent
